City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lachi,33.3833,71.3386,37.97,30,0,3.22,PK,1689080084
364,port-vila,-17.7338,168.3219,14.78,94,20,1.03,VU,1689079975
365,lexington,37.9887,-84.4777,23.23,82,0,1.54,US,1689079973
366,antonio enes,-16.2325,39.9086,20.64,85,61,7.96,MZ,1689080085
367,novyy urengoy,66.0833,76.6333,17.82,38,6,7.33,RU,1689080085
368,lakhnadon,22.6,79.6,25.17,78,100,4.66,IN,1689080086
369,brezina,33.0989,1.2608,39.86,10,4,2.62,DZ,1689080086
370,kenora,49.8167,-94.4337,12.54,87,20,3.6,CA,1689080087
371,gotsucho,35.0,132.2167,24.61,91,100,2.81,JP,1689079802
372,sarikei,2.1167,111.5167,23.94,97,100,0.58,MY,1689080088
373,kapa'a,22.0752,-159.319,26.18,84,100,5.66,US,1689080088
374,ketchikan,55.3422,-131.6461,12.26,94,100,0.0,US,1689080089
375,luanda,-8.8368,13.2343,24.28,68,1,5.83,AO,1689080089
376,bafata,12.1667,-14.75,25.31,85,100,1.46,GW,1689080090
377,puerto baquerizo moreno,-0.9,-89.6,24.73,82,68,5.61,EC,1689080090
378,saint-georges,12.0564,-61.7485,27.82,89,40,2.57,GD,1689080091
379,daudnagar,25.0333,84.4,36.72,41,67,2.34,IN,1689080091
380,santana,-0.0583,-51.1817,29.1,79,40,4.63,BR,1689080092
381,akureyri,65.6835,-18.0878,10.96,58,75,8.23,IS,1689080092
382,portland,45.5234,-122.6762,15.19,83,42,0.45,US,1689080092
383,baiti,13.745,-14.7482,29.79,61,100,2.88,SN,1689080093
384,yaren,-0.5472,166.916,28.2,73,18,2.02,NR,1689080094
385,ko lanta,7.5336,99.0865,28.17,74,100,5.56,TH,1689080094
386,coahuayana de hidalgo,18.7,-103.6583,25.82,77,52,1.33,MX,1689080095
387,idfu,24.9803,32.8747,40.44,12,0,3.56,EG,1689080095
388,simenqian,27.4872,110.8861,27.0,79,95,1.58,CN,1689080096
389,pingxiang,27.6167,113.85,29.7,65,81,1.8,CN,1689080096
390,belalcazar,2.6547,-75.9928,15.39,96,100,0.52,CO,1689080097
391,enewetak,11.3474,162.3373,28.36,78,23,6.6,MH,1689080097
392,tralee,52.2704,-9.7026,17.14,77,75,4.12,IE,1689080098
393,urzhar,47.093,81.6294,29.06,22,46,4.79,KZ,1689080098
394,mogadishu,2.0371,45.3438,28.93,79,40,8.23,SO,1689080099
395,cape canaveral,28.4058,-80.6048,28.93,84,0,4.12,US,1689080099
396,machico,32.7,-16.7667,27.06,65,20,6.69,PT,1689080100
397,revda,56.801,59.9303,29.22,39,94,3.56,RU,1689080101
398,mar del plata,-38.0023,-57.5575,9.49,93,40,2.06,AR,1689079979
399,reyes,-14.3167,-67.3833,24.09,100,40,0.0,BO,1689080102
400,andalgala,-27.5819,-66.3165,12.73,65,58,1.02,AR,1689080102
401,grootfontein,-19.5667,18.1167,16.61,13,0,9.8,NA,1689079805
402,lilongwe,-13.9669,33.7873,21.67,46,23,3.81,MW,1689080103
403,wad az zaki,14.4619,32.2065,33.41,40,90,7.71,SD,1689080105
404,hammerfest,70.6634,23.6821,22.25,49,0,5.14,NO,1689080105
405,leava,-14.3,-178.1667,27.3,80,100,9.32,WF,1689080106
406,heyuan,23.7333,114.6833,28.17,80,17,1.96,CN,1689080106
407,belaya glina,46.07,40.86,22.31,60,91,6.74,RU,1689080107
408,amga,60.8953,131.9608,19.0,68,100,2.18,RU,1689080107
409,baise city,23.8997,106.6133,28.61,79,100,2.04,CN,1689080108
410,nurmes,63.5421,29.1397,20.44,36,78,1.71,FI,1689080108
411,ust-nera,64.5667,143.2,14.42,68,36,1.59,RU,1689080109
412,tres arroyos,-38.3739,-60.2798,4.88,83,6,1.38,AR,1689080109
413,stawell,-37.05,142.7667,10.43,90,85,1.92,AU,1689080110
414,thunder bay,48.4001,-89.3168,12.99,71,40,5.14,CA,1689080110
415,khrystynivka,48.8249,29.9681,21.16,47,100,3.6,UA,1689080111
416,tofol,5.3248,163.0078,28.19,77,99,3.67,FM,1689080111
417,qurayyat,31.3318,37.3428,37.1,14,0,2.57,SA,1689080112
418,nolinsk,57.5596,49.9363,28.05,44,98,11.13,RU,1689080112
419,malayer,34.2969,48.8235,33.92,10,0,5.99,IR,1689080113
420,peniche,39.3558,-9.3811,25.04,76,7,5.61,PT,1689080114
421,hurricane,37.1753,-113.2899,26.44,33,8,1.77,US,1689080114
422,laughlin,35.1678,-114.573,33.19,29,0,1.34,US,1689080115
423,kelibia,36.8476,11.0939,30.14,84,40,4.12,TN,1689080115
424,rodolfo sanchez taboada,31.7167,-116.5667,16.72,82,0,1.01,MX,1689080116
425,shizuishan,39.2333,106.7694,27.42,41,100,2.24,CN,1689080116
426,caringin,-6.7061,106.8214,26.31,91,80,0.11,ID,1689080117
427,sao tome,0.3365,6.7273,28.02,74,20,7.72,ST,1689080117
428,morehead city,34.7229,-76.726,27.24,86,0,3.09,US,1689080118
429,gorontalo,0.5412,123.0595,24.29,91,98,1.85,ID,1689080119
430,abu jibeha,11.4562,31.2285,22.63,88,100,4.74,SD,1689080119
431,hobyo,5.3505,48.5268,27.68,71,34,13.91,SO,1689080120
432,sisimiut,66.9395,-53.6735,7.01,96,100,2.63,GL,1689080002
433,sassandra,4.95,-6.0833,26.44,80,76,3.43,CI,1689079842
434,gerash,27.6652,54.1371,41.08,6,0,6.31,IR,1689080122
435,inverell,-29.7833,151.1167,5.62,69,0,2.08,AU,1689080122
436,sa'dah,16.9402,43.7639,31.31,16,100,4.65,YE,1689080123
437,sovetskaya gavan',48.9723,140.2878,14.66,56,100,1.59,RU,1689080123
438,mil'kovo,55.6078,37.7956,17.11,69,100,5.97,RU,1689080124
439,longgang,37.6508,120.3286,25.69,78,0,4.26,CN,1689080124
440,keflavik,64.0049,-22.5624,17.95,58,20,7.2,IS,1689080125
441,buka,40.8108,69.1986,41.39,7,0,2.11,UZ,1689080125
442,crane,31.3974,-102.3501,26.52,61,18,6.03,US,1689080126
443,bhamo,24.2667,97.2333,24.42,98,100,0.56,MM,1689080034
444,vilyuchinsk,52.9306,158.4028,9.15,89,43,1.14,RU,1689080127
445,ilanskiy,56.2358,96.065,22.65,53,100,3.98,RU,1689080127
446,abalak,58.1286,68.5944,30.67,60,95,2.17,RU,1689080128
447,puerto aysen,-45.4,-72.7,-3.58,98,78,1.22,CL,1689080128
448,igarka,67.4667,86.5833,16.15,45,36,5.72,RU,1689080128
449,sarykemer,43.0,71.5,35.71,9,0,9.96,KZ,1689080129
450,simpang,-1.2667,104.0833,22.84,98,100,1.42,ID,1689080129
451,kirensk,57.7853,108.1119,20.53,64,100,2.83,RU,1689080103
452,vila velha,-20.3297,-40.2925,23.97,79,0,1.03,BR,1689080130
453,hilo,19.7297,-155.09,22.38,91,100,1.34,US,1689080131
454,marion,39.7684,-86.1555,23.06,78,2,3.82,US,1689080131
455,pitimbu,-7.4706,-34.8086,28.33,76,26,6.11,BR,1689080132
456,balaipungut,1.05,101.2833,24.08,96,100,1.64,ID,1689080132
457,baiyin,36.5583,104.2081,23.69,55,100,5.09,CN,1689079902
458,ouled mimoun,34.9047,-1.0339,33.01,8,75,6.28,DZ,1689080133
459,leticia,-4.2153,-69.9406,23.03,94,40,1.54,CO,1689080134
460,mian channun,30.44,72.3543,41.7,24,6,0.15,PK,1689080134
461,peterhead,57.5058,-1.7981,18.58,87,82,4.22,GB,1689080135
462,gandai,21.6667,81.1,27.9,79,57,5.23,IN,1689080136
463,kurtamysh,54.9103,64.4319,34.97,32,100,5.6,RU,1689080136
464,gummi,12.1436,5.1081,34.4,45,10,3.48,NG,1689080137
465,mont-laurier,46.5501,-75.4993,19.79,64,100,1.27,CA,1689080137
466,murgab,37.4966,61.9714,42.93,5,0,3.09,TM,1689080137
467,taltal,-25.4,-70.4833,15.26,72,100,1.06,CL,1689080139
468,sidi bou ali,35.9567,10.4731,40.25,70,20,5.66,TN,1689080140
469,kavalerovo,44.2661,135.0572,16.46,100,100,1.3,RU,1689080140
470,necochea,-38.5473,-58.7368,8.06,74,70,2.39,AR,1689080141
471,argostolion,38.1811,20.489,29.35,51,0,3.0,GR,1689080141
472,labytnangi,66.6572,66.4183,17.82,40,0,5.45,RU,1689080142
473,murzuq,25.9155,13.9184,36.96,9,0,8.05,LY,1689080142
474,peace river,56.2501,-117.286,17.17,94,75,1.03,CA,1689080143
475,kapuskasing,49.4169,-82.4331,13.05,82,20,3.09,CA,1689080144
476,tambopata,-12.7333,-69.1833,23.94,88,0,0.0,PE,1689080144
477,likiep,9.8251,169.3107,27.72,80,53,5.33,MH,1689080145
478,pimenta bueno,-11.6725,-61.1936,27.18,42,0,0.32,BR,1689080145
479,shulan,44.4167,126.95,18.88,86,60,2.36,CN,1689080145
480,mpika,-11.8343,31.4529,22.91,37,22,4.45,ZM,1689079870
481,kiruna,67.8557,20.2251,24.51,38,0,5.14,SE,1689080046
482,saguenay,48.4168,-71.0657,20.6,95,100,4.63,CA,1689080148
483,ginir,7.1333,40.7,23.58,48,41,3.22,ET,1689080148
484,aral,40.5156,81.2636,31.92,22,21,1.52,CN,1689080149
485,plettenberg bay,-34.0527,23.3716,13.53,58,0,1.72,ZA,1689080149
486,xichang,27.8964,102.2634,22.62,87,100,2.33,CN,1689080146
487,bassila,9.0081,1.6654,29.41,60,88,2.14,BJ,1689080150
488,puerto ayacucho,5.6639,-67.6236,26.21,86,97,1.63,VE,1689080150
489,san patricio,28.017,-97.5169,29.93,86,1,4.39,US,1689080151
490,acarau,-2.8856,-40.12,29.3,56,0,6.81,BR,1689080151
491,swift current,50.2834,-107.8014,10.45,87,100,5.66,CA,1689080152
492,freetown,8.484,-13.2299,24.84,88,75,6.17,SL,1689079942
493,mahina,-17.5065,-149.489,23.87,73,40,1.54,PF,1689080153
494,bellary,15.15,76.9333,30.72,48,100,7.1,IN,1689080153
495,katsuren-haebaru,26.3369,127.8719,29.11,88,75,5.14,JP,1689080154
496,itaituba,-4.2761,-55.9836,27.09,83,20,0.0,BR,1689080154
497,camayenne,9.535,-13.6878,28.05,74,75,3.09,GN,1689080154
498,la passe,45.5549,-0.8967,29.13,59,35,5.52,FR,1689080155
499,naze,28.3667,129.4833,27.51,85,99,4.03,JP,1689079968
500,chinde,26.8418,88.0763,20.54,91,100,0.34,NP,1689080156
501,mersing,2.4312,103.8405,24.95,88,20,1.54,MY,1689080156
502,alice springs,-23.7,133.8833,7.75,76,0,3.54,AU,1689080157
503,klatovy,49.3955,13.2951,35.38,41,4,3.59,CZ,1689080157
504,island harbour,50.724,-1.2758,21.85,79,100,3.58,GB,1689080158
505,oamaru,-45.0784,170.9801,5.77,90,100,2.25,NZ,1689080158
506,happy valley-goose bay,53.3168,-60.3315,24.17,69,40,3.6,CA,1689080159
507,alofi,-19.0595,-169.9187,22.94,100,6,1.54,NU,1689080159
508,warman,52.3168,-106.5679,11.95,71,100,5.14,CA,1689080160
509,iskateley,67.6803,53.1512,13.69,55,9,4.88,RU,1689080160
510,faya-largeau,17.9257,19.1043,41.26,10,98,4.8,TD,1689080161
511,gisborne,-38.6533,178.0042,8.72,88,14,2.37,NZ,1689080161
512,hadibu,12.65,54.0333,27.98,65,9,9.48,YE,1689080162
513,popondetta,-8.7537,148.2534,22.52,96,17,1.53,PG,1689080162
514,guarapari,-20.6667,-40.4975,23.83,61,7,1.49,BR,1689080163
515,alpine,32.835,-116.7664,23.15,47,0,0.0,US,1689080163
516,dolores,-36.3132,-57.6792,6.98,79,91,2.72,AR,1689080164
517,canatlan,24.5167,-104.7833,20.19,62,5,1.41,MX,1689080164
518,devils lake,48.1128,-98.8651,12.19,78,100,0.45,US,1689080165
519,halifax,44.6453,-63.5724,18.94,98,100,7.72,CA,1689080165
520,nadi,-17.8,177.4167,21.0,83,20,3.09,FJ,1689080166
521,phek,25.6667,94.5,17.27,98,100,0.81,IN,1689080166
522,vorkuta,67.5,64.0,13.42,49,0,6.43,RU,1689080167
523,lamu,-2.2717,40.902,26.93,74,97,6.18,KE,1689080167
524,leirvik,59.7798,5.5005,16.46,88,75,5.14,NO,1689080168
525,tippi,7.2,35.45,21.86,90,100,0.94,ET,1689080169
526,villa rica,33.7321,-84.9191,23.95,96,0,0.45,US,1689080170
527,fort bragg,35.139,-79.006,26.13,80,0,0.89,US,1689080170
528,mogocha,53.7333,119.7667,18.4,44,100,1.09,RU,1689080171
529,svetlyy,54.675,20.1347,23.03,51,51,3.7,RU,1689080171
530,sandnessjoen,66.0217,12.6316,26.29,60,0,2.57,NO,1689080172
531,pathein,16.7833,94.7333,26.8,85,100,3.83,MM,1689080172
532,grand falls-windsor,48.9332,-55.6649,19.72,79,95,3.28,CA,1689080173
533,parabel',58.6978,81.4825,18.65,59,100,4.78,RU,1689080173
534,old town,50.087,14.4202,33.31,41,0,3.13,CZ,1689080174
535,pudasjarvi,65.3833,26.9167,23.51,31,17,1.88,FI,1689080174
536,dennery,13.8996,-60.8879,29.05,91,40,7.2,LC,1689080175
537,iquique,-20.2208,-70.1431,17.02,71,5,1.51,CL,1689080175
538,bodaybo,57.8506,114.1933,18.23,92,90,1.29,RU,1689080176
539,campoverde,-8.4753,-74.8058,25.66,75,9,0.85,PE,1689080177
540,victorica,-36.2151,-65.4359,6.29,61,100,5.78,AR,1689080177
541,chaplynka,46.3651,33.5403,27.67,29,88,5.48,UA,1689080178
542,zag,46.9441,99.165,18.12,43,75,2.42,MN,1689080179
543,illapel,-31.6308,-71.1653,13.36,61,2,1.69,CL,1689080179
544,molde,62.7375,7.1591,18.91,77,75,2.06,NO,1689080180
545,maragogi,-9.0122,-35.2225,26.29,74,26,4.72,BR,1689080180
546,sao joao da barra,-21.6403,-41.0511,24.05,68,74,2.04,BR,1689080181
547,visakhapatnam,17.69,83.2093,31.94,74,75,5.14,IN,1689079499
548,harstad,68.799,16.5293,27.66,69,28,1.31,NO,1689080182
549,san fernando de apure,7.8878,-67.4724,25.43,95,100,2.22,VE,1689080182
550,poquoson,37.1224,-76.3458,27.79,82,0,3.6,US,1689080183
551,uhrichsville,40.3931,-81.3465,23.2,87,0,2.35,US,1689080183
552,namie,37.4833,141.0,27.21,75,82,2.43,JP,1689080149
553,vila franca do campo,37.7167,-25.4333,22.23,88,100,3.97,PT,1689080184
554,posto fiscal rolim de moura,-13.0833,-62.2667,27.95,45,0,0.87,BR,1689080184
555,tarfaya,27.9358,-12.9218,23.33,82,14,7.81,MA,1689080185
556,pangody,65.85,74.4859,18.64,37,3,5.3,RU,1689080186
557,tucuma,-0.1833,-50.05,29.0,66,6,3.39,BR,1689080186
558,canutama,-6.5339,-64.3831,29.43,51,0,0.46,BR,1689080186
559,johns creek,34.0289,-84.1986,24.5,78,0,1.07,US,1689080187
560,rabo de peixe,37.8,-25.5833,21.73,94,40,4.12,PT,1689080187
561,shima,24.4478,117.8111,30.01,88,1,1.4,CN,1689080188
562,muriti,-1.9833,32.9167,26.03,47,41,2.95,TZ,1689080188
563,cotui,19.0527,-70.1494,29.28,69,22,1.25,DO,1689080189
564,gulu,2.7746,32.299,26.13,62,94,0.7,UG,1689080189
565,san pedro pochutla,15.7333,-96.4667,24.84,75,99,1.64,MX,1689080190
566,sungai penuh,-2.0833,101.3833,19.05,98,100,1.53,ID,1689080191
567,kavieng,-2.5744,150.7967,27.59,81,80,5.21,PG,1689080191
568,quzhou,28.9594,118.8686,27.28,74,24,1.64,CN,1689080192
569,esperantina,-3.9017,-42.2336,31.08,44,0,2.6,BR,1689080192
570,shitanjing,39.2342,106.3439,22.99,57,100,1.94,CN,1689080193
571,carutapera,-1.195,-46.02,29.03,65,4,4.3,BR,1689080193
572,kayes,14.0,-11.0,31.19,53,79,0.99,ML,1689080194
573,celestun,20.8667,-90.4,27.04,83,10,4.87,MX,1689080195
574,kumylzhenskaya,49.8809,42.5898,21.66,61,90,5.68,RU,1689080196
575,chapeco,-27.0964,-52.6183,17.86,100,100,2.06,BR,1689079985
576,igaci,-9.5369,-36.6336,25.83,66,24,4.1,BR,1689080197
577,tilcara,-23.5776,-65.3509,10.32,14,0,2.96,AR,1689080197
578,turgen,43.4006,77.5933,30.07,29,0,4.24,KZ,1689080198
579,lezoux,45.8269,3.3792,34.79,36,0,2.57,FR,1689080198
580,pandan,14.0453,124.1694,27.78,84,95,2.8,PH,1689080199
581,at taj,24.2049,23.2857,35.87,11,2,4.49,LY,1689080199
582,bafia,4.75,11.2333,28.85,66,62,2.04,CM,1689080200
583,xalapa de enriquez,19.5333,-96.9167,16.98,81,19,2.04,MX,1689080200
584,acapulco de juarez,16.8634,-99.8901,26.84,76,66,1.91,MX,1689080201
585,kudahuvadhoo,2.6708,72.8944,28.1,72,71,2.91,MV,1689080201
586,san luis de la loma,17.2706,-100.8939,26.7,74,30,1.82,MX,1689080202
587,lautoka,-17.6167,177.4667,20.92,83,20,3.09,FJ,1689080203
